CAND_ID,degree_in,degree_in_raw,degree_out,degree_out_raw,pagerank,katz,CANDIDATE NAME,chairs_next,chairs_now,total,negative,positive,absolute,HyPAC,PAC,SupPAC,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,cumulative_occurrence,24E,24A,total_24a_positive,total_24e_positive
H0IN02190,0.04608294930875576,20,0.0,0,0.002949496780735076,0.06776773881030486,"Walorski, Jackie",0,0,796659,-8.5,805.159,813.659,1,241,0,REP,IN,2,0.0,0.0,0.0,0.0
H8NY21203,0.004608294930875576,2,0.027649769585253454,12,0.0011153479664966282,0.023397739504755807,"Tonko, Paul D.",0,0,631795,-16.5,648.295,664.795,1,187,0,DEM,NY,4,0.0,0.0,0.0,0.0
H0NH02181,0.052995391705069124,23,0.006912442396313364,3,0.0028365415375027326,0.06930807546027712,"Kuster, Ann McLane",0,0,1757670,-2.5,1760.17,1762.67,2,60,5,DEM,NH,2,0.0,5.0,1282.25,0.0
H2TX35011,0.002304147465437788,1,0.03456221198156682,15,0.0010775208240960913,0.02144792787935949,"Castro, Joaquin",0,0,552509,-35.5,588.009,623.509,0,169,0,DEM,TX,2,0.0,0.0,0.0,0.0
H8NM01257,0.03225806451612903,14,0.03456221198156682,15,0.002032179237217916,0.04972705872129521,"Lujan Grisham, Michelle",0,0,679106,-11.5,690.606,702.106,3,156,0,DEM,NM,2,0.0,0.0,0.0,0.0
H2PA09035,0.009216589861751152,4,0.01152073732718894,5,0.0022036632588522736,0.029665553184609898,"Shuster, Bill",1,1,2091948,-33.5,2125.448,2158.948,1,460,0,REP,PA,4,0.0,0.0,0.0,0.0
H0PA10078,0.004608294930875576,2,0.0,0,0.0014564722640463892,0.02487728923130069,"Marino, Tom",0,0,508261,-10.5,518.761,529.261,0,143,0,REP,PA,3,0.0,0.0,0.0,0.0
H2MI05119,0.0,0,0.029953917050691243,13,0.0010678628302916988,0.019498116253963173,"Kildee, Daniel T.",0,0,560938,-7.0,567.938,574.938,1,157,0,DEM,MI,2,0.0,0.0,0.0,0.0
H2NY22139,0.12442396313364056,54,0.0,0,0.010196696403155132,0.1656443185647083,"Maloney, Sean Patrick",0,0,1421495,-27.0,1448.495,1475.495,2,264,1,DEM,NY,2,0.0,1.0,100.41,0.0
H0CA03078,0.14285714285714285,62,0.004608294930875576,2,0.022278963891678112,0.23168358714007006,"Bera, Ami",0,0,6593526,-5.333,6598.859,6604.192,2,274,3,DEM,CA,2,1.0,2.0,1944.97,12.6
H6CA22125,0.004608294930875576,2,0.10599078341013825,46,0.0013275319021857231,0.024369875949892258,"McCarthy, Kevin",1,1,2836894,-62.0,2898.894,2960.894,0,514,0,REP,CA,4,0.0,0.0,0.0,0.0
H4TX19136,0.002304147465437788,1,0.07603686635944701,33,0.0011623763496664797,0.021908272358139674,"Conaway, Mike",1,1,917711,-15.0,932.711,947.711,0,224,0,REP,TX,4,0.0,0.0,0.0,0.0
H2IL13120,0.07142857142857142,31,0.002304147465437788,1,0.003824727615878696,0.09786964494187247,"Davis, Rodney",0,0,2876487,-13.695,2890.182,2903.877,1,407,3,REP,IL,2,1.0,2.0,162.115,34.5
H8CA05035,0.002304147465437788,1,0.07373271889400922,32,0.001097007516707413,0.021664573615492972,"Pelosi, Nancy",1,1,1080524,-12.5,1093.024,1105.524,1,186,0,DEM,CA,4,0.0,0.0,0.0,0.0
H0WA08046,0.06221198156682028,27,0.0,0,0.004842759338702375,0.08261589467107763,"DelBene, Suzan",0,0,1046958,-24.25,1071.208,1095.458,1,264,0,DEM,WA,2,0.0,0.0,0.0,0.0
H8CA22089,0.10138248847926268,44,0.0,0,0.007541729540651587,0.13690068466275004,"Capps, Lois",0,0,951043,-9.694,960.737,970.431,1,244,1,DEM,CA,4,1.0,0.0,0.0,0.294
H8AZ01104,0.11981566820276497,52,0.004608294930875576,2,0.015170039909635006,0.18210292260933927,"Kirkpatrick, Ann",0,0,5924597,-7.75,5932.347,5940.097,1,221,2,DEM,AZ,3,2.0,0.0,0.0,244.709
H6MN01174,0.01152073732718894,5,0.016129032258064516,7,0.0013997428202906041,0.029658801279617876,"Walz, Tim",0,0,613156,-5.25,618.406,623.656,1,163,0,DEM,MN,4,0.0,0.0,0.0,0.0
H2CA43245,0.004608294930875576,2,0.006912442396313364,3,0.0011215440415077613,0.023614385240889293,"Takano, Mark",0,0,306585,-4.5,311.085,315.585,3,87,0,DEM,CA,2,0.0,0.0,0.0,0.0
H6OH04082,0.0,0,0.04377880184331797,19,0.0010678628302916988,0.019498116253963173,"Jordan, Jim ",0,0,384956,-8.25,393.206,401.456,1,126,1,REP,OH,4,1.0,0.0,0.0,1.1
H0TN04195,0.016129032258064516,7,0.0,0,0.0021903076723186455,0.03384815771348694,"DesJarlais, Scott",0,0,149806,-6.5,156.306,162.806,0,38,1,REP,TN,3,1.0,0.0,0.0,41.481
H4FL20023,0.0,0,0.02534562211981567,11,0.0010678628302916988,0.019498116253963173,"Schultz, Debbie Wasserman",0,0,11760,-108.6,120.36,228.96,1,42,0,DEM,FL,4,0.0,0.0,0.0,0.0
H2MN08111,0.10599078341013825,46,0.0,0,0.0071013713284463565,0.12887774189839457,"Nolan, Rick",0,0,5753967,-21.5,5775.467,5796.967,1,201,1,DEM,MN,2,1.0,0.0,0.0,579.678
H2MD05155,0.002304147465437788,1,0.08525345622119816,37,0.0012072329065204318,0.02212463485781211,"Hoyer, Steny H. ",1,1,2462377,-32.5,2494.877,2527.377,2,431,0,DEM,MD,4,0.0,0.0,0.0,0.0
H2TX16185,0.006912442396313364,3,0.03225806451612903,14,0.0011378464629570784,0.025347551130152125,"O'Rourke, Beto",0,0,145610,-11.5,157.11,168.61,1,62,0,DEM,TX,2,0.0,0.0,0.0,0.0
H2CA15094,0.02304147465437788,10,0.03686635944700461,16,0.0018667562794602065,0.04032312533514785,"Swalwell, Eric",0,0,758131,-10.5,768.631,779.131,3,185,0,DEM,CA,2,0.0,0.0,0.0,0.0
H4WA05077,0.006912442396313364,3,0.002304147465437788,1,0.007629787752084054,0.026511717287692804,"Rodgers, Cathy McMorris",1,1,1287631,-31.0,1318.631,1349.631,0,318,0,REP,WA,4,0.0,0.0,0.0,0.0
H4FL02062,0.06451612903225806,28,0.0,0,0.0040516742335904125,0.09312452010145551,"Graham, Gwen",0,0,3446686,-9.18,3455.866,3465.046,3,119,4,DEM,FL,1,3.0,1.0,690.027,150.712
H2MN07014,0.027649769585253454,12,0.0,0,0.0017869188763510752,0.04569163592769142,"Peterson, Collin C.",1,1,6278402,-17.0,6295.402,6312.402,1,261,1,DEM,MN,4,0.0,1.0,457.998,0.0
H0IL11052,0.0,0,0.027649769585253454,12,0.0010678628302916988,0.019498116253963173,"Kinzinger, Adam ",0,0,1134822,-29.0,1163.822,1192.822,0,296,1,REP,IL,3,0.0,1.0,0.552,0.0
H0AL02087,0.009216589861751152,4,0.013824884792626727,6,0.001559057171875157,0.029261626827709396,"Roby, Martha",0,0,620575,-16.5,637.075,653.575,1,172,1,REP,AL,3,0.0,1.0,0.552,0.0
H2CA50026,0.0,0,0.03456221198156682,15,0.0010678628302916988,0.019498116253963173,"Vargas, Juan",0,0,568552,-15.0,583.552,598.552,0,153,1,DEM,CA,2,1.0,0.0,0.0,12.382
H4PA18131,0.0,0,0.009216589861751152,4,0.0010678628302916988,0.019498116253963173,"Doyle, Mike",0,0,623947,-7.0,630.947,637.947,0,155,0,DEM,PA,4,0.0,0.0,0.0,0.0
H8MD01094,0.002304147465437788,1,0.08525345622119816,37,0.0010817702352836141,0.021910733955150617,"Harris, Andy",0,0,441322,-7.0,448.322,455.322,1,136,0,REP,MD,3,0.0,0.0,0.0,0.0
H4WV02080,0.08755760368663594,38,0.0,0,0.005736428202353104,0.11422396308554096,"Mooney, Alex X.",0,0,1788397,-9.852,1798.249,1808.101,5,151,6,REP,WV,1,5.0,1.0,11.456,212.475
H2MI17023,0.0,0,0.059907834101382486,26,0.0010678628302916988,0.019498116253963173,"Levin, Sander",1,1,1056164,-11.85,1068.014,1079.864,2,252,0,DEM,MI,4,0.0,0.0,0.0,0.0
H8IL14067,0.016129032258064516,7,0.02534562211981567,11,0.0012541841752361819,0.033626095169605436,"Foster, Bill ",0,0,753558,-15.573,769.131,784.704,1,188,0,DEM,IL,3,0.0,0.0,0.0,0.0
H8MO09153,0.0,0,0.004608294930875576,2,0.0010678628302916988,0.019498116253963173,"Luetkemeyer, Blaine",0,0,737707,-17.9,755.607,773.507,0,202,0,REP,MO,4,0.0,0.0,0.0,0.0
H8CT01046,0.0,0,0.03225806451612903,14,0.0010678628302916988,0.019498116253963173,"Larson, John B.",0,0,1172397,-41.1,1213.497,1254.597,2,275,0,DEM,CT,4,0.0,0.0,0.0,0.0
H2NY00010,0.01152073732718894,5,0.002304147465437788,1,0.0013518139480726118,0.02944215554348439,"Valezquez, Nydia M.",1,1,330369,-6.5,336.869,343.369,0,98,0,DEM,NY,4,0.0,0.0,0.0,0.0
H4MO05234,0.027649769585253454,12,0.004608294930875576,2,0.0034991901733284953,0.04959620790938378,"Cleaver, Emanuel, II",0,0,691486,-21.5,712.986,734.486,1,170,0,DEM,MO,4,0.0,0.0,0.0,0.0
H6NY19029,0.05069124423963134,22,0.0,0,0.009267691002456557,0.07632435791901974,"Rangel, Charles B.",0,0,455720,-3.0,458.72,461.72,2,130,0,DEM,NY,4,0.0,0.0,0.0,0.0
H2AZ07070,0.006912442396313364,3,0.0,0,0.0027043838821652856,0.02903406693189637,"Grijalva, Raul ",1,0,254678,-15.5,270.178,285.678,2,67,0,DEM,AZ,4,0.0,0.0,0.0,0.0
H2TX27190,0.004608294930875576,2,0.03686635944700461,16,0.002622846689264619,0.026265187246982603,"Vela, Filemon B.",0,0,377553,-31.5,409.053,440.553,1,111,0,DEM,TX,2,0.0,0.0,0.0,0.0
H8NM03196,0.004608294930875576,2,0.0,0,0.0012168909003248242,0.024074446483208424,"Lujan, Ben R.",0,0,762069,-16.5,778.569,795.069,2,189,0,DEM,NM,4,0.0,0.0,0.0,0.0
H0CA15148,0.06912442396313365,30,0.0,0,0.01409958440849697,0.11141808636710829,"Honda, Mike",0,0,1013985,-13.0,1026.985,1039.985,3,198,1,DEM,CA,4,0.0,1.0,139.436,0.0
H8PA01153,0.0,0,0.002304147465437788,1,0.0010678628302916988,0.019498116253963173,"Brady, Robert A.",1,1,336899,-11.5,348.399,359.899,0,61,0,DEM,PA,4,0.0,0.0,0.0,0.0
H4PA13199,0.02534562211981567,11,0.0,0,0.0025903195033356702,0.04366017511103176,"Boyle, Brendan F.",0,0,938452,-10.0,948.452,958.452,1,130,2,DEM,PA,1,1.0,1.0,42.545,353.568
H2MO02102,0.004608294930875576,2,0.02534562211981567,11,0.0011849603701693224,0.024104244323193632,"Wagner, Ann",0,0,1212608,-2.0,1214.608,1216.608,0,295,0,REP,MO,2,0.0,0.0,0.0,0.0
H0NY20095,0.052995391705069124,23,0.0,0,0.004255577379997308,0.09242350302393772,"Gibson, Christopher P.",0,0,2208604,-16.75,2225.354,2242.104,2,348,3,REP,NY,3,3.0,0.0,0.0,224.856
H2OH14064,0.0576036866359447,25,0.004608294930875576,2,0.003712641177124588,0.0810978959752078,"Joyce, David P.",0,0,1391353,-22.0,1413.353,1435.353,1,316,5,REP,OH,2,3.0,2.0,15.583,49.25
H0PA04220,0.027649769585253454,12,0.07373271889400922,32,0.002187211671035632,0.04969785962010483,"Rothfus, Keith ",0,0,808176,-9.5,817.676,827.176,0,219,1,REP,PA,2,0.0,1.0,33.871,0.0
H0SC05031,0.002304147465437788,1,0.02534562211981567,11,0.0010817702352836141,0.021910733955150617,"Mulvaney, Mick ",0,0,677153,-25.5,702.653,728.153,2,184,0,REP,SC,3,0.0,0.0,0.0,0.0
H0MI03126,0.02304147465437788,10,0.0,0,0.0022117795256683176,0.04135516184515257,"Amash, Justin",0,0,139823,-2.502,142.325,144.827,1,41,3,REP,MI,3,3.0,0.0,0.0,26.698
H4PA08074,0.03456221198156682,15,0.006912442396313364,3,0.003179303279596289,0.07264983979994903,"Fitzpatrick, Michael G.",0,0,1367829,-42.086,1409.915,1452.001,0,268,3,REP,PA,3,3.0,0.0,0.0,242.632
H0CA33117,0.0,0,0.020737327188940093,9,0.0010678628302916988,0.019498116253963173,"Bass, Karen",0,0,446368,-11.5,457.868,469.368,1,100,0,DEM,CA,3,0.0,0.0,0.0,0.0
H6MD07160,0.002304147465437788,1,0.03917050691244239,17,0.0010775208240960913,0.02144792787935949,"Cummings, Elijah",1,1,576004,-13.0,589.004,602.004,1,143,0,DEM,MD,4,0.0,0.0,0.0,0.0
H0WI07051,0.009216589861751152,4,0.018433179723502304,8,0.0025063605834087033,0.034124313634055714,"Duffy, Sean",0,0,1139616,-19.5,1159.116,1178.616,0,277,1,REP,WI,3,0.0,1.0,6.118,0.0
H0TX17104,0.002304147465437788,1,0.08525345622119816,37,0.0011524762491798438,0.021691380465112826,"Flores, Bill",0,0,640737,-4.0,644.737,648.737,0,171,0,REP,TX,3,0.0,0.0,0.0,0.0
H2CA02142,0.004608294930875576,2,0.018433179723502304,8,0.00117732540037511,0.023882453850371875,"La Malfa, Doug",0,0,342963,-5.0,347.963,352.963,0,122,0,REP,CA,2,0.0,0.0,0.0,0.0
H4CA45097,0.02304147465437788,10,0.04608294930875576,20,0.0017200971416082846,0.04223102353589612,"Walters, Mimi",0,0,560602,-25.4,586.002,611.402,1,154,0,REP,CA,1,0.0,0.0,0.0,0.0
H4TX19102,0.0,0,0.002304147465437788,1,0.0010678628302916988,0.019498116253963173,"Neugebauer, Randy",0,0,1001089,-20.5,1021.589,1042.089,0,224,0,REP,TX,4,0.0,0.0,0.0,0.0
H2FL01100,0.004608294930875576,2,0.01152073732718894,5,0.0021631595617864824,0.023678120354756985,"Miller, Jeff",1,1,372948,-19.5,392.448,411.948,0,110,0,REP,FL,4,0.0,0.0,0.0,0.0
H0OH08029,0.0,0,0.08294930875576037,36,0.0010678628302916988,0.019498116253963173,"Boehner, John A.",0,1,3127654,-94.125,3221.779,3315.904,1,371,0,REP,OH,4,0.0,0.0,0.0,0.0
H8ID02064,0.03225806451612903,14,0.0,0,0.004658041736341567,0.05105426715653028,"Simpson, Mike",0,0,3082627,-6.0,3088.627,3094.627,1,353,6,REP,ID,4,4.0,2.0,56.279,657.066
H8MA02041,0.0,0,0.05529953917050691,24,0.0010678628302916988,0.019498116253963173,"Neal, Richard E.",0,0,1452468,-30.5,1482.968,1513.468,0,321,0,DEM,MA,4,0.0,0.0,0.0,0.0
H2CT02112,0.002304147465437788,1,0.002304147465437788,1,0.001105689972692236,0.02144792787935949,"Courtney, Joe",0,0,767131,-37.5,804.631,842.131,1,176,0,DEM,CT,4,0.0,0.0,0.0,0.0
H8CA52052,0.0,0,0.029953917050691243,13,0.0010678628302916988,0.019498116253963173,"Hunter, Duncan D.",0,0,804291,-24.25,828.541,852.791,0,200,0,REP,CA,4,0.0,0.0,0.0,0.0
H0IL10302,0.08294930875576037,36,0.0,0,0.004786778115417796,0.10638987399479224,"Dold, Robert",0,0,6909667,-14.0,6923.667,6937.667,2,201,7,REP,IL,2,6.0,1.0,1174.255,2297.596
H2TX33073,0.027649769585253454,12,0.004608294930875576,2,0.002946111986609747,0.0481725961017968,"Veasey, Marc",0,0,712558,-17.0,729.558,746.558,1,175,1,DEM,TX,2,1.0,0.0,0.0,36.132
H4WI04183,0.016129032258064516,7,0.004608294930875576,2,0.0015615667078658555,0.034687754128385206,"Moore, Gwen",0,0,687447,-4.75,692.197,696.947,1,166,1,DEM,WI,4,1.0,0.0,0.0,0.007
H0WI08075,0.002304147465437788,1,0.009216589861751152,4,0.001115644483850272,0.02144792787935949,"Ribble, Reid J.",0,0,776534,-16.0,792.534,808.534,0,189,1,REP,WI,3,1.0,0.0,0.0,7.697
H4NC01046,0.0,0,0.018433179723502304,8,0.0010678628302916988,0.019498116253963173,"Butterfield, G. K.",0,0,657840,-12.5,670.34,682.84,1,198,0,DEM,NC,4,0.0,0.0,0.0,0.0
H2GA02031,0.018433179723502304,8,0.0,0,0.0018287282941846774,0.03896470465370574,"Bishop, Sanford D.",0,0,727809,-5.544,733.353,738.897,1,176,0,DEM,GA,4,0.0,0.0,0.0,0.0
H2CA28113,0.002304147465437788,1,0.04838709677419355,21,0.0012072329065204318,0.02212463485781211,"Cardenas, Tony",0,0,471974,-5.0,476.974,481.974,2,149,1,DEM,CA,2,1.0,0.0,0.0,42.484
H6TN01388,0.0,0,0.027649769585253454,12,0.0010678628302916988,0.019498116253963173,"Roe, Phil",0,0,831,-30.0,30.831,60.831,0,13,0,REP,TN,4,0.0,0.0,0.0,0.0
H0WA03187,0.03686635944700461,16,0.002304147465437788,1,0.005827911722031197,0.06358894454266702,"Beutler, Jaime Herrera",0,0,521764,-11.0,532.764,543.764,1,165,0,REP,WA,3,0.0,0.0,0.0,0.0
H4CA16049,0.0,0,0.07834101382488479,34,0.0010678628302916988,0.019498116253963173,"Lofgren, Zoe",0,0,453694,-20.5,474.194,494.694,0,122,0,DEM,CA,4,0.0,0.0,0.0,0.0
H6VT00160,0.002304147465437788,1,0.006912442396313364,3,0.0010956019691388595,0.021710579681094053,"Welch, Peter",0,0,732891,-11.2,744.091,755.291,1,210,0,DEM,VT,4,0.0,0.0,0.0,0.0
H4GA11061,0.02304147465437788,10,0.029953917050691243,13,0.001975985652028605,0.041125497148357934,"Loudermilk, Barry D.",0,0,344790,-16.0,360.79,376.79,3,91,1,REP,GA,1,1.0,0.0,0.0,6.0
H0SC04257,0.0,0,0.02534562211981567,11,0.0010678628302916988,0.019498116253963173,"Gowdy, Trey",0,0,414478,-4.0,418.478,422.478,2,129,0,REP,SC,3,0.0,0.0,0.0,0.0
H0AR01083,0.006912442396313364,3,0.013824884792626727,6,0.0011604040197709066,0.026538794908433,"Crawford, Rick ",0,0,459102,-17.5,476.602,494.102,0,134,1,REP,AR,3,0.0,1.0,0.552,0.0
H0NH01217,0.07834101382488479,34,0.0,0,0.006397980197069271,0.11153619649781348,"Guinta, Frank C.",0,0,4480139,-6.497,4486.636,4493.133,1,141,4,REP,NH,2,0.0,4.0,802.221,0.0
H0MO06073,0.0,0,0.004608294930875576,2,0.0010678628302916988,0.019498116253963173,"Graves, Sam ",0,1,1044224,-8.0,1052.224,1060.224,1,267,0,REP,MO,4,0.0,0.0,0.0,0.0
H0TX07055,0.0,0,0.013824884792626727,6,0.0010678628302916988,0.019498116253963173,"Culberson, John",0,0,328210,-7.5,335.71,343.21,0,93,0,REP,TX,4,0.0,0.0,0.0,0.0
H2NC08185,0.002304147465437788,1,0.1175115207373272,51,0.001150394777347416,0.02144792787935949,"Hudson, Richard",0,0,873258,-34.0,907.258,941.258,2,264,0,REP,NC,2,0.0,0.0,0.0,0.0
H2NC07096,0.018433179723502304,8,0.004608294930875576,2,0.001630835770794016,0.03862507245461776,"Rouzer, David",0,0,543478,-16.5,559.978,576.478,1,160,0,REP,NC,1,0.0,0.0,0.0,0.0
H4MO08162,0.029953917050691243,13,0.006912442396313364,3,0.0030204019378962436,0.04909728022415752,"Smith, Jason ",0,0,759525,-5.5,765.025,770.525,1,194,2,REP,MO,1,2.0,0.0,0.0,16.502
H2TX26093,0.002304147465437788,1,0.029953917050691243,13,0.0010817702352836141,0.021910733955150617,"Burgess, Michael",0,0,871779,-27.65,899.429,927.079,0,209,0,REP,TX,4,0.0,0.0,0.0,0.0
H0NY29054,0.03917050691244239,17,0.002304147465437788,1,0.0026224987360988434,0.06399793182789264,"Reed, Thomas W., II",0,0,2152209,-78.271,2230.48,2308.751,1,447,3,REP,NY,2,1.0,2.0,78.487,255.669
H6TX08100,0.004608294930875576,2,0.08064516129032258,35,0.001108700858311308,0.024345259926163005,"Brady, Kevin",1,0,1553967,-61.5,1615.467,1676.967,1,373,1,REP,TX,4,1.0,0.0,0.0,0.052
H0VA02084,0.016129032258064516,7,0.002304147465437788,1,0.0013832385936267799,0.03779176827408608,"Rigell, E. Scott ",0,0,574612,-9.5,584.112,593.612,0,130,1,REP,VA,3,0.0,1.0,6.118,0.0
H6CO03139,0.002304147465437788,1,0.02534562211981567,11,0.0010947934533193928,0.02193264222497556,"Tipton, Scott R.",0,0,437350,-9.5,446.85,456.35,0,129,0,REP,CO,3,0.0,0.0,0.0,0.0
H2IN05082,0.016129032258064516,7,0.041474654377880185,18,0.0020551951158197528,0.03909191373264117,"Brooks, Susan ",0,0,666673,-10.25,676.923,687.173,2,189,0,REP,IN,2,0.0,0.0,0.0,0.0
H0NC02059,0.013824884792626727,6,0.006912442396313364,3,0.0016901405581756699,0.03347184229467695,"Ellmers, Renee",0,0,1339099,-38.05,1377.149,1415.199,1,366,2,REP,NC,3,1.0,1.0,0.552,0.2
H4PA15087,0.004608294930875576,2,0.006912442396313364,3,0.00469115068510387,0.029763152052957913,"Dent, Charles W.",1,0,948808,-20.0,968.808,988.808,0,242,1,REP,PA,4,1.0,0.0,0.0,60.252
H2CA20094,0.059907834101382486,26,0.002304147465437788,1,0.004518969368148759,0.10195775877644554,"Valadao, David",0,0,1741487,-21.5,1762.987,1784.487,2,292,3,REP,CA,2,1.0,2.0,12.201,29.0
H0OH06189,0.029953917050691243,13,0.004608294930875576,2,0.002576544043725467,0.05384448694591041,"Johnson, Bill",0,0,1210353,-18.0,1228.353,1246.353,0,317,1,REP,OH,3,1.0,0.0,0.0,27.825
H0FL08208,0.006912442396313364,3,0.013824884792626727,6,0.0011432516968022392,0.027149068478624715,"Webster, Daniel ",0,0,383617,-14.4,398.017,412.417,0,114,0,REP,FL,3,0.0,0.0,0.0,0.0
H0IN08114,0.002304147465437788,1,0.020737327188940093,9,0.0010947934533193928,0.02193264222497556,"Bucshon, Larry D.",0,0,507811,-10.0,517.811,527.811,0,146,1,REP,IN,3,0.0,1.0,0.552,0.0
H0PA07082,0.009216589861751152,4,0.04838709677419355,21,0.0011677869156534976,0.02958605604664805,"Meehan, Patrick L.",0,0,1105237,-19.5,1124.737,1144.237,1,270,0,REP,PA,3,0.0,0.0,0.0,0.0
H6AL04098,0.002304147465437788,1,0.002304147465437788,1,0.0010817702352836141,0.021910733955150617,"Aderholt, Robert",0,0,705772,-14.5,720.272,734.772,1,197,0,REP,AL,4,0.0,0.0,0.0,0.0
H0AZ01259,0.004608294930875576,2,0.02534562211981567,11,0.0011163210737745455,0.024714542507612326,"Gosar, Paul",0,0,226404,-7.5,233.904,241.404,0,79,0,REP,AZ,3,0.0,0.0,0.0,0.0
H2NC13110,0.009216589861751152,4,0.027649769585253454,12,0.001343891366246945,0.028768987383830495,"Holding, George",0,0,497126,-11.0,508.126,519.126,1,152,0,REP,NC,2,0.0,0.0,0.0,0.0
H8UT03089,0.0,0,0.01152073732718894,5,0.0010678628302916988,0.019498116253963173,"Chaffetz, Jason",1,0,603996,-21.5,625.496,646.996,0,179,0,REP,UT,4,0.0,0.0,0.0,0.0
H6FL11126,0.0,0,0.02534562211981567,11,0.0010678628302916988,0.019498116253963173,"Castor, Kathy ",0,0,394005,-8.0,402.005,410.005,1,108,0,DEM,FL,4,0.0,0.0,0.0,0.0
H8TX22107,0.002304147465437788,1,0.041474654377880185,18,0.001546835342549812,0.022845300426125904,"Olson, Pete",0,0,682175,-27.631,709.806,737.437,0,203,0,REP,TX,4,0.0,0.0,0.0,0.0
H2TX03126,0.009216589861751152,4,0.08294930875576037,36,0.0014630431342599985,0.02803808562366753,"Sessions, Pete",1,1,1434085,-42.5,1476.585,1519.085,1,263,1,REP,TX,4,1.0,0.0,0.0,112.514
H4AL01123,0.016129032258064516,7,0.04838709677419355,21,0.0020489037241713456,0.03746428033300576,"Byrne, Bradley",0,0,1109522,-17.5,1127.022,1144.522,2,208,0,REP,AL,1,0.0,0.0,0.0,0.0
H2AZ08102,0.11290322580645161,49,0.002304147465437788,1,0.07286350341449582,0.16648395624619977,"McSally, Martha ",0,0,5310271,-11.0,5321.271,5332.271,1,137,6,REP,AZ,1,3.0,3.0,2228.118,93.057
H2CA31125,0.0944700460829493,41,0.0,0,0.005660442372303934,0.12674979097532757,"Aguilar, Pete",0,0,1038601,-13.7,1052.301,1066.001,2,142,2,DEM,CA,1,1.0,1.0,44.205,1.5
H8NV03036,0.0,0,0.016129032258064516,7,0.0010678628302916988,0.019498116253963173,"Titus, Dina",0,0,450908,-6.3,457.208,463.508,1,122,0,DEM,NV,3,0.0,0.0,0.0,0.0
H0CA19173,0.04838709677419355,21,0.0,0,0.008770358405793273,0.07542418897769083,"Denham, Jeff",0,0,1397215,-17.5,1414.715,1432.215,1,323,1,REP,CA,3,0.0,1.0,2.607,0.0
